issuingCompany,tradingName,cnpj,api_prefix
SASS,SOCADMESTSER,8280626000100,SASS
IMAC,AGROPECUARIA,29362985000187,IMAC
HERS,HERMES,33068883000120,HERS
SFBR,BRASILEIRAPA,257427000170,SFBR
SRTV,RADIOALTEROS,17247925000134,SRTV
SOCI,SOCINALCFI,3881423000156,SOCI
SFTP,SOFTPLAN PLA,82845322000104,SFTP
SMSH,SOL MICRO,59270301000188,SMSH
SSMB,SOLAR SERRA,44256073000114,SSMB
SOLT,SOLAR21TECNO,27150825000149,SOLT
SOEM,SOLARIS EMPR,11522323000161,SOEM
SLRI,SOLARIS,1633840000154,SLRI
SOTE,SOLARISTRANS,31095322000195,SOTE
SSCF,SOLFACIL SEC,32247733000111,SSCF
SFCL,SOLFACIL SEC,43102277000138,SFCL
SLFM,SOLFARMA,46054219000174,SLFM
SOFS,SOLFARMA SEC,40004380000157,SOFS
SOLZ,SOLUZ PARTIC,57633782000113,SOLZ
SOCA,SOLVER,50969116000101,SOCA
SVEA,SOLVI ESSENC,40263170000183,SVEA
SLVI,SOLVIPART,2886838000150,SLVI
SOMU,SOMA URBA,10920961000178,SOMU
GAGL,SOMOSENSINO,49323314000114,GAGL
SNDA,SONDA,1937635000182,SNDA
SOND,SONDOTECNICA,33386210000119,SOND
SONR,SONEVA ENERG,48560434000172,SONR
SNRA,SON.ESTANCIA,47902283000120,SNRA
SORO,SOROCREDCFI,4814563000174,SORO
SOIN,SOROCRED SA,60114865000100,SOIN
SOTR,SOTRANSALOGI,3286888000169,SOTR
SOTQ,SOTREQ S.A.,34151100000211,SOTQ
SPSE,SP SECURITIZ,52620551000151,SPSE
SP3R,SPE 3R PETRO,33443860000159,SP3R
VSEN,BOAVISTA2,9551294000114,VSEN
SPEB,SOLAIR,21140194000109,SPEB
SPEA,SPE ILHÉUS,31840260000107,SPEA
SPEX,SPE VOE XAP,39984031000160,SPEX
HDBR,SPE,11573100000123,HDBR
SIGR,SPE IGR,60122360000198,SIGR
SPE0,SPE INTEGRA,55739083000127,SPE0
SPEJ,SPE JOPE,63227916000107,SPEJ
MRER,SPE MORRO,46058894000171,MRER
SPWS,SUNRIGHT,54175000000151,SPWS
NNAE,SPE NOVONORT,48710127000120,NNAE
FRNS,FRANCISCO,20831148000185,FRNS
SABH,SPE SAUDE,23921007000141,SABH
SOLY,SOL DO LESTE,54218779000145,SOLY
SPTE,SPE TELV,29568539000123,SPTE
SPLV,SPE LVERDEII,29532071000117,SPLV
SPEE,SPETURBINA16,15008729000181,SPEE
SPEU,SPE UFV,56304522000131,SPEU
SPEV,SPE V DOURAD,55579547000185,SPEV
WELT,SPE WELT,19696542000179,WELT
SPIF,SPISA,9719882000114,SPIF
SPIC,SPICBR,27317702000150,SPIC
SPOM,SPORTS MEDIA,50728810000137,SPOM
SPAD,SPREADPA,7534805000164,SPAD
PLII,SPRS PLATAO,49933670000150,PLII
SRNP,SRNPARTICIPA,22609006000101,SRNP
SRBS,SRBT SUBHOLD,61741462000154,SRBS
SRCS,SRCSEC,31345064000158,SRCS
SSCC,SS COMERCIO,7278350000163,SSCC
SSRI,SSRI 2 SUBHO,58819071000109,SSRI
STRO,STARONE,3964292000170,STRO
FSTA,STARACFI,17359351000196,FSTA
STGD,STATEGRID,11938558000139,STGD
STEA,STELLANTIS,17464972000130,STEA
STSN,TRANSNORDEST,5991437000158,STSN
STNG,STONE PAGA,16501555000157,STNG
SAAS,AGUA AZULSPE,24905442000145,SAAS
OPSE,SUDESTE S/A,2062747000108,OPSE
SGOI,SUGOI S/A,13584310000142,SGOI
SUHA,SUHAI SEG,16825255000123,SUHA
OPTS,SUL 116 PART,1957772000189,OPTS
SULS,SUL SAUDE,1685053000156,SULS
SCPT,SULCONCESSO,43277147000136,SCPT
SULP,SULASAPAR,3759567000134,SULP
SUNI,SUN INV III,47882671000197,SUNI
SUN0,SUNO ENERGIA,53192626000103,SUN0
SUPQ,SUPER QUADRA,8906429000154,SUPQ
SPOO,SUPERFOODS,29740077000180,SPOO
SFAG,SUPERFRIO,2060862001107,SFAG
SUAA,SUPER TEC,4833541000151,SUAA
SBHM,BAHAMAS S/A,17745613000150,SBHM
SUSU,SUPERPAO S/A,77883320000161,SUSU
DBSM,SUPERMER DB,22991939000106,DBSM
SSSC,SUPERSIM SEC,35881094000130,SSSC
SPVI,SUPERVIA,2735385000160,SPVI
SLAS,SUPLEY LABOR,7578713000186,SLAS
SACC,SUPPLIER ADM,6951711000128,SACC
SUPP,SUPRIMEDPART,29479531000190,SUPP
SUTE,SUSTENTASA,14568419000159,SUTE
NEMO,SUZANO HOLD,60651809000105,NEMO
SUZB,SUZANO S.A.,16404287000155,SUZB
SYNE,SYN PROP TEC,8801621000186,SYNE
SHOW,TIME FOR FUN,2860694000162,SHOW
TAPA,TAIPASTUR,58673450000125,TAPA
TAML,TAM L.AEREAS,2012862000160,TAML
TREG,TANGARA,3573381000196,TREG
EQTR,EQUATO 8 SPE,27967244000102,EQTR
TAPE,TAUÁ,42258918000185,TAPE
TASA,TAURUS ARMAS,92781335000102,TASA
TVEX,TAVEXIND,18612511000120,TVEX
TBAP,TBAPARTI,51102510000100,TBAP
TRAD,TC,26345998000150,TRAD
TRCC,TCC - TRANSM,26796760000140,TRCC
TCIB,TCIBPO,3311116000130,TCIB
TCXR,TCX RENOVA,62840928000131,TCXR
TECN,TECHNOS,9295063000197,TECN
TCSA,TECNISA,8065557000112,TCSA
TECG,TECNOGERA,8100057000174,TECG
TCBC,TEC BANCARIA,51427102000129,TCBC
TBDP,TECNO,5280269000192,TBDP
TRGP,TECP,49786044000188,TRGP
TECU,TECUMSEH BRA,45361425000164,TECU
TGMA,TEGMA,2351144000118,TGMA
TELB,TELEBRAS,336701000104,TELB
VIVT,TELEF BRASIL,2558157000162,VIVT
TMAR,TELEMARNORTE,33000118000179,TMAR
TBPA,TEMBICI PART,13794869000105,TBPA
TENC,TENCOSHOP,3065552000176,TENC
TNDA,TENDA ATACAD,1157555000104,TNDA
TTPT,TEPTERMOELET,4853028000122,TTPT
TQMR,TEQUIMAR VC,34130063000184,TQMR
ACGU,TEREOS ACUCA,47080619000117,ACGU
TEPE,TERM. PE III,10502676000137,TEPE
TVIA,VIANA,9043782000110,TVIA
TFBR,TFB,11389394000138,TFBR
TCAA,COMBUS MAR,39485999000141,TCAA
TGBP,TERP GLBL BR,21748188000120,TGBP
TCUL,TERRAINDSLTD,6105854000119,TCUL
TNMT,TERRA,55068113000110,TNMT
LAND,TERRASANTAPA,40337136000106,LAND
TSTT,TERRA SANTTA,33468819000137,TSTT
TEMA,TERRAMARINVE,91411181000102,TEMA
CJEN,TESC TERM SC,1115535000170,CJEN
TEX0,TEX COURIER,73939449000193,TEX0
FARB,TEXTILFARBE,81303463000124,FARB
TXRX,TEX RENAUX,82982075000180,TXRX
TGRS,TGR SUBHOLDI,55764541000188,TGRS
TGR7,TGR SUBHOL 7,55764627000100,TGR7
THAP,THALASSIUSA0,42152864000179,THAP
THEA,THERMAS ASP,64159965000104,THEA
WETR,WE TRUST,28133664000148,WETR
THPO,SOLAR 10,49408882000118,THPO
TPSO,THOPEN SOLAR,50513224000175,TPSO
THON,THOPEN 39SPE,52240079000121,THON
TSOL,THOPEN SOLAR,53074942000180,TSOL
THPS,THPSA,8411588000188,THPS
TBEG,TIBAGI ENERG,23080281000135,TBEG
TICR,TIC TRENS,55024743000193,TICR
TIGR,TIGRE,84684455000163,TIGR
TBSP,TIMBRASIL,2600854000134,TBSP
TIMS,TIM,2421421000111,TIMS
TIVI,TIVIT INFRA,46076909000124,TIVI
TVIT,TIVIT,7073027000153,TVIT
TMXW,TMXV,48337673000168,TMXW
TMXV,TMXV2 EFICIE,56222172000164,TMXV
TSSS,TOPSERVICE,973749000115,TSSS
TOPS,TOP SERVICE,973749000115,TOPS
TLGE,TOPICO,8259544000184,TLGE
TRTP,TORA,20468310000142,TRTP
TOSN,TOSCANA,5362905000125,TOSN
TOTB,TOTALBIOTECN,7483401000199,TOTB
TOTV,TOTVS TECH,37896148000166,TOTV
TOTS,TOTVS,53113791000122,TOTS
TPCC,TPCSA,54880764000148,TPCC
TPEN,TPE - TRANS,26796739000145,TPEN
TPIS,TRIUNFO PART,3014553000191,TPIS
TRSE,TR BLOCK,54414102000182,TRSE
TFCO,TRACK FIELD,59418806000147,TFCO
TCIP,TRACTUS CAP,47957696000102,TCIP
TDSP,TRADEMASTER,19394639000127,TDSP
TDNR,TRADENER,2691745000170,TDNR
TMAQ,TRADIMAQ,22320881000160,TMAQ
TBCR,TRANSBRASIL,9074183000164,TBCR
TRER,TRANSENERGIA,10553895000145,TRER
TESP,TRANSSP,10997565000149,TESP
TAEE,TAESA,7859971000130,TAEE
TEGT,TRAMSITATIBA,24917078000133,TEGT
TMES,TME S/A,10994254000126,TMES
RMIN,TRANS RIOMIN,36238971000111,RMIN
SERJ,SERTANEJA,26885182000119,SERJ
TSBE,SULBRASILEIR,14820905000112,TSBE
TSLE,SULLITORANEA,16383969000129,TSLE
TENG,TRANSN ENERG,14683671000109,TENG
TSSG,TAG S/A,6248349000123,TSSG
TBGB,GA BOL-BR,1891441000193,TBGB
TPFB,T PRA FRENTE,80174840000100,TPFB
TRTR,TRANSP. TRAN,5220925000161,TRTR
TRPZ,TRAPEZIO,21793096000162,TRPZ
TVMB,TRAV MB SECU,57152905000102,TVMB
DETR,TRAVDELTASEC,41719223000190,DETR
TVSX,TRAVESSIA X,37901961000187,TVSX
TVSC,TRAVESSIAXII,38042674000121,TVSC
TXVI,TRAVESSISECU,38419815000182,TXVI
TVSF,TRAVESSIA XX,45677361000105,TVSF
TXXX,TRAVESSIAXXX,47856473000159,TXXX
TSCR,TRAVESSIA,47965456000150,TSCR
TVII,TRAVESSIAVII,44379280000166,TVII
TXXV,TRAVSECXXV,45741898000197,TXXV
TVSS,TRAVESSIA XI,37763835000103,TVSS
TXXI,TRASECFINANC,40004405000112,TXXI
TMER,TRAVSECVISA,43335774000186,TMER
XXIX,TRAV XXIX,46077051000112,XXIX
TSVI,TRAVESS VIII,44326950000186,TSVI
TRXX,TRAVESS XXIV,41008985000189,TRXX
TRIX,TRAVESSIA IX,37309079000147,TRIX
TVSE,TRAVSEC VIII,36699663000193,TVSE
TVFI,TRAVESSXXVII,46081128000128,TVFI
TSCF,TRAVESSIA II,28913030000108,TSCF
TVSA,TRAVE III,30037009000138,TVSA
TVIV,TRAVE IV,31908224000120,TVIV
TVSV,TRAVE V,32023336000166,TVSV
TRVA,TRAVESSIA I,28758267000161,TRVA
PCHS,TSCRED,38042694000100,PCHS
TMPT,TRAVESSIA SE,38028620000101,TMPT
TSSA,TRAVSEC,26609050000164,TSSA
TREE,TREE AGROFLO,46742630000132,TREE
TRSZ,TRES CORAC,63310411000101,TRSZ
TTEN,3TENTOS,94813102000170,TTEN
LUXM,TREVISA,92660570000126,LUXM
TNTY,TRINITY,53930740000193,TNTY
TRIS,TRISUL,8811643000127,TRIS
TRRR,TRIVIA TRENS,60397161000192,TRRR
CRPG,CRISTAL,15115504000124,CRPG
TRPI,TROPICALIA,24870139000154,TRPI
TRRG,TRSP - TERMI,34840096000118,TRRG
TRUH,TRUSTHUB,2211906000180,TRUH
TRXH,TRX,9358890000182,TRXH
TSMM,TSM S/A,28008699000155,TSMM
TTCH,TTCH4PAR,42554669000175,TTCH
TTLH,TTL HOLDING,65730963000196,TTLH
TUBS,TUBARAO S/A,15012434000189,TUBS
TNHL,TUCANOHOLDIN,35714529000151,TNHL
TLIP,TULIP,13172241000160,TLIP
TUPR,TUPER,81315426000136,TUPR
TUPW,TUPI ENERGIA,59115685000164,TUPW
TUPY,TUPY,84683374000300,TUPY
TUBI,TURBICOMPART,26982634000180,TUBI
TVVH,TVVTERMINALV,2639850000160,TVVH
STER,STERLITEBR,28704797000127,STER
TYPS,TYPUS43,19973828000154,TYPS
UBYA,UBY AGROQUIM,21320221000117,UBYA
UMMC,UEMMINERACAO,18540906000164,UMMC
UFVS,UFV PEIXOTOS,50205654000120,UFVS
UFVP,UFV PITOMBEI,19382073000113,UFVP
UFPL,CPIS,55290210000153,UFPL
UFLA,UFV SOLATIO,42910277000100,UFLA
USME,UFV MANGA,36519281000130,USME
UFVG,UFV SOLA GD,36874655000136,UFVG
UFVT,UFV YUMA III,45538085000102,UFVT
UFVQ,UFV YUMA IV,46126243000171,UFVQ
UFVC,UFV YUMAV,46125890000169,UFVC
UFVY,UFV,46145699000189,UFVY
UHEJ,UHE JURUENA,39916142000139,UHEJ
UHSM,UHE S SIMAO,27352303000120,UHSM
TQUI,ULTRACARGO,14688220001640,TQUI
ULFT,ULTRAFERTIL,2476026000136,ULFT
UGPA,ULTRAPAR,33256439000139,UGPA
USEM,ULTRA-SOM,7149505000161,USEM
UNIA,UNIAO COMERC,24013278000161,UNIA
LLDR,LOJASLEADER,30094114000109,LLDR
AUAU,PETZCOBASI,53153938000108,AUAU
UQUF,UNIAOQUIMICA,60665981000118,UQUF
UCAS,UNICASA,90441460000148,UCAS
UNAZ,UNICOBA AM,3951798000145,UNAZ
COBA,UNICOBA IND,7589288000120,COBA
OVSA,OURO VERDE,75609123000123,OVSA
UNLC,UNIDAS LOCAD,45736131000170,UNLC
UNSU,UNIDASUL,7718633000189,UNSU
FIQE,UNIFIQUE,2255187000108,FIQE
UNSO,UNIMED,45399961000159,UNSO
UNFO,UNIMEDFORT,5868278000107,UNFO
UCTM,UNIMEDJUIZ,17689407000170,UCTM
UNRP,UNIMEDRIOPAR,12501467000102,UNRP
UNIP,UNIPAR,33958695000178,UNIP
UNTY,UNITY PARTIC,30986413000158,UNTY
UNYL,UNYLEYA,14019108000130,UNYL
URBS,URBAMAIS,10571175000102,URBS
URBM,URBEM,32185496000101,URBM
URBC,URBIA JERI,54710450000105,URBC
URBI,URBIASA,46984425000183,URBI
UGPQ,URBIA GESTAO,35814889000125,UGPQ
USIT,USIMAT DEST,7670089000142,USIT
UNEJ,EOLICAJUNCOI,15313187000150,UNEJ
ESTE,USINAESTER,60892098000160,ESTE
UASM,USINASMANOEL,60329174000124,UASM
UBAT,USINA BATATA,54470679000101,UBAT
UBRO,USINA BROMEL,50513730000164,UBRO
USCA,CAETE,12282034000103,USCA
UCOA,USINAOLHO,11797222000101,UCOA
USCR,USINACERRADA,8056257000177,USCR
UEEC,CAICARAI,15313271000174,UEEC
USEC,CAICARAII,15313113000114,USEC
UEEJ,JUNCOI,15313226000110,UEEJ
CRMD,COROMANDELSA,31783431000103,CRMD
USIN,USINA,40980957000166,USIN
USJB,USINAJEQUITI,29914974000162,USJB
USAS,USANTAADELIA,50376938000189,USAS
USNA,SANTAFE,45281813000135,USNA
USST,USINASANTOAN,71324784000151,USST
USSF,USINA SAO FR,71324792000106,USSF
USJE,USINA SAO JO,53172300000114,USJE
SAJO,USINA SJ,10362820000187,SAJO
UASR,USINA ARINOS,44587850000103,UASR
UASS,USINA 19,44652308000197,UASS
UASP,USI ARINOSXX,44652317000188,UASP
UTPS,USIPAMPASUL,4739720000124,UTPS
USIB,US UBERABA,7674341000191,USIB
USNI,ITAMARATI,15009178000170,USNI
USIM,USIMINAS,60894730000105,USIM
USSG,USSGERENCIAD,1979936000179,USSG
UTCP,UTCPARTICIP,2164892000191,UTCP
UNEG,UTE GNA I GE,23449511000190,UNEG
UTEG,UTE GNA II,23514652000140,UTEG
BTEL,BR TELECMULT,2041460000193,BTEL
VDIE,V2IENERGIASA,34395916000100,VDIE
VLBN,VALE BONITO,1794428000116,VLBN
VTIJ,VALEDOTIJUCO,8493354000127,VTIJ
VALE,VALE,33592510000154,VALE
VLPR,VALEPAR,1772413000157,VLPR
VAPE,VALGROUP PE,5006462000130,VAPE
VALG,VALGROUPRJIN,455985000140,VALG
VLID,VALID,33113309000147,VLID
BTCV,VALOUR BTC 0,0,BTCV
ETHV,VALOUR ETH 0,0,ETHV
XRPV,VALOUR XRP,0,XRPV
VSOL,VALOUR SOL,0,VSOL
VSUI,VALOUR SUI,0,VSUI
VAMO,VAMOS,23373000000132,VAMO
HYEM,VANECK EMERG,0,HYEM
ANGV,VANECK ANGL,0,ANGV
GDXB,VE GOLD ETF,0,GDXB
EMLC,VANECK JPM E,0,EMLC
MOTB,VE MOAT ETF,0,MOTB
PFXF,VANECK PREF,0,PFXF
SLXB,VE STEEL ETF,0,SLXB
BUZZ,VE BUZZ ETF,0,BUZZ
VARZ,VARZEA SOLAR,32431505000105,VARZ
VBAI,VB ALIMENTOS,4955487000117,VBAI
VMQI,MARQUES 2,43486073000148,VMQI
VCIV,VCI VANGUARD,311557000143,VCIV
VDCV,VD COMERCIO,39786983000179,VDCV
VDBF,VDBF2,19788923000188,VDBF
VDBG,VDB F3 GERAÇ,27074078000107,VDBG
VDQH,VDQHOLDINGS,8803085000158,VDQH
VESO,VEGA SOLAR,48569227000189,VESO
VELH,VELEIROS,41825390000116,VELH
VENS,VENETO ENERG,7058238000117,VENS
VTSS,VENTOSVICENT,15674478000174,VTSS
VTAE,VENTOSSTAALB,23037357000140,VTAE
VSFE,VSF ENERGIA,63779546000102,VSFE
VSJE,SANTAJACINTA,35865644000127,VSJE
SJTN,SANTAJUSTINA,35865623000101,SJTN
VSLZ,VENTOSSTALUI,15307668000153,VSLZ
STRZ,SANTA 07,37020274000152,STRZ
VTER,VENTOSSTOAFO,21869347000145,VTER
VTAR,SANTOAGOSTIN,21840567000146,VTAR
ELOY,VENTOSS ELOY,13319286000114,ELOY
VSEH,VENTOSSTOEST,16603346000114,VSEH
VSUR,VENTOS,14583703000102,VSUR
VTEN,SAOADEODATO,21877676000138,VTEN
VSBT,VENTOSSBENTO,14559815000110,VSBT
VSCE,SAOCANUTO IV,42538271000145,VSCE
VTCE,VENTOSCASIMI,21877685000129,VTCE
VSCL,SAOCLEMENTE,15674688000162,VSCL
VSER,SAO GALDINO,42495343000114,VSER
GVAO,VENTOS SGALV,13314410000159,GVAO
VSGR,SAOGUILHERME,42495350000116,VSGR
VJEN,SAO JEREMIAS,42455678000109,VJEN
VSJX,SAOJOAOXXIII,35865638000170,VSJX
SJQM,V SAOJOAQUIM,35874355000194,SJQM
VSJH,VENTOSSJH,17875396000113,VSJH
VSJI,SAO JULIO I,35859013000103,VSJI
VSLE,VENTOSDESAOL,35865649000150,VSLE
VSRE,VENTOS ENERG,14676561000110,VSRE
VNTT,VENTOSSAOTIT,17875156000119,VNTT
VSTH,VENTOSSAOTOM,15675033000109,VSTH
VTVE,SAOVINICIUS,21840617000195,VTVE
VGRA,VENTOSRENOV,13344343000115,VGRA
VPCE,VENTOS POTIG,12623165000107,VPCE
VDEN,VERDE08ENERG,19729992000110,VDEN
VDES,VERDE ENERGE,12434432000190,VDES
VAAL,VERDEAMBIEN,44992350000157,VAAL
VRDT,VERDE TRANS,44323802000108,VRDT
VRDS,VEREDAS,23776376000198,VRDS
VNPS,VERMELHA,55934077000120,VNPS
VERO,VERO S.A.,31748174000160,VERO
VSCF,VERT SECURI,43737117000165,VSCF
VCAF,VERT CONSULT,24796771000103,VCAF
OFFE,VERT PRIVATE,45498989000143,OFFE
VPPC,VERT PRIVATE,37368334000122,VPPC
VE10,VERT10,42945876000150,VE10
VVER,VERT-11,42937550000181,VVER
9VRT,VERT-9CIASEC,42938083000104,9VRT
VACS,VERTADIANTEC,43015637000164,VACS
VEII,VERT-ADIANTE,44762192000149,VEII
CAPV,VERTCAPCOM,42740547000173,CAPV
KOIN,VERT-KOINCOM,42712313000112,KOIN
VMAC,VERTMAGALU,43737145000182,VMAC
MONY,VERTMONEYFIN,42195692000110,MONY
VZSN,VERZANI & SA,57559387000138,VZSN
VSTE,VESTE,49669856000143,VSTE
VACR,VIAARAUC,47155252000153,VACR
VBRR,VIABRASIL163,44067725000172,VBRR
VBMT,VIABRASILMT2,40952394000100,VBMT
VIMT,VIA BR MT320,32321304000147,VIMT
VNSR,VIA NORTESUL,40832664000131,VNSR
RAPC,VIA RAPOS,56950924000103,RAPC
VABC,VIACAOAGUIAB,27486182000109,VABC
VCMT,VCOMETA,61084018000103,VCMT
VPRC,PIRACICABANA,54360623000102,VPRC
VIAD,VIADUTO LOG,72860067000107,VIAD
VPLT,VIAPAULISTA,28019100000189,VPLT
VRDN,VIARONDON,10635691000153,VRDN
VBBR,VIBRA,34274233000102,VBBR
VENR,VICOSA,46626686000121,VENR
VICY,VICTORY,55622937000190,VICY
VLTA,VIDAL,16941799000150,VLTA
VIDR,VIDROPORTO,48845556000105,VIDR
MENG,VIDROSGLORIA,31614378000109,MENG
VIGR,VIGOR FOOD,13324184000197,VIGR
VLLP,VILA LEOPOLD,29414779000173,VLLP
VP1E,VILA PIAUI 1,30321883000100,VP1E
VP2E,VILA PIAUI 2,30311116000102,VP2E
VPI3,VILA PIAUI 3,30311141000196,VPI3
VLRL,VILAREAL,20118823000123,VLRL
VNR1,VILA RN 1,29401264000139,VNR1
VNR2,VILA RN 2,29320977000178,VNR2
VSG2,VILASERGIPE1,29330011000111,VSG2
VSP2,VILASERGIPE2,30321925000103,VSP2
VLS3,VILASERGIPE3,30311178000114,VLS3
VVLH,VILAVELHAADM,30280531000146,VVLH
VILS,VILASA,17551250000112,VILS
VILH,VILHENA,46630811000177,VILH
VILB,VILLA LOBOS,62142408000155,VILB
VSOI,VINCISOLUCO,13421810000163,VSOI
VPTC,VINPAR EMPR,9537422000175,VPTC
AOOL,VIRALCOOL,53811006000105,AOOL
VGNL,VIRTU GNL,54575033000199,VGNL
VIRY,VIRYA CAP,50514685000162,VIRY
VISI,VISIONENGSA,5537083000176,VISI
VSPE,VISION F SA,35067262000158,VSPE
VSON,VISION SEC,8937002000113,VSON
VITP,VITAPARTICIP,26280433000131,VITP
VITS,VITA SERTAO,63732070000154,VITS
VCON,VITACONPART,11144772000113,VCON
VTEG,VITALENG,2536066000126,VTEG
VTRU,VITRUEDUCA,20512706000140,VTRU
VITT,VITTIA,45365558000109,VITT
VIVS,VIVA S.A,52845346000194,VIVS
VIVA,VIVARA S.A.,33839910000111,VIVA
VIVR,VIVER,67571414000141,VIVR
VIXL,VIXLOGISTICA,32681371000172,VIXL
VLIM,VLI,42276907000128,VLIM
VLIO,VLIOPEPORTU,12963928000150,VLIO
VOCA,VOCARE SECUR,55306169000166,VOCA
VOGL,VOGELSOLUCOE,5872814000130,VOGL
AGAU,AGASUS S.A.,4212396000191,AGAU
VTLA,SAOMIGUEL,19943730000154,VTLA
VOLT,VOLTALIA,18396589000154,VOLT
VSFL,VORTX SERVIC,17595680000136,VSFL
VTCT,VOTOCIMENTO,10656452000180,VTCT
VEBM,VOTOCIMENTOS,1637895000132,VEBM
SDBM,VOTOSIDER,60892403000114,SDBM
CDES,CODESA,27316538000166,CDES
VLME,VRENTAL,41570356000148,VLME
VSGE,VSG ENERGIA,37764981000153,VSGE
VULN,VULCABRAS CE,954394000117,VULN
VULC,VULCABRAS,50926955000142,VULC
WNBR,WINE,9813204000116,WNBR
WMBR,WAM BRASIL,17919649000103,WMBR
WARR,WARREN BRASI,36486643000134,WARR
WTVE,WATCH TV,24817685000121,WTVE
WETE,WECLIX,31445249000134,WETE
WEGE,WEG,84429695000111,WEGE
WEST,WESTWING,14776142000150,WEST
MWET,WETZEL S/A,84683671000194,MWET
WHRL,WHIRLPOOL,59105999000186,WHRL
WINC,WINCRED,47952524000146,WINC
WDPR,WINDEPAR,23733733000130,WDPR
WINP,WINITYPARTSA,42902223000194,WINP
WNTY,WINITY S.A.,34622881000102,WNTY
BWCL,WT CLOU COMP,0,BWCL
BUSF,WT FLOATRATE,0,BUSF
BAGY,WT YIELD ENH,0,BAGY
WIZC,WIZ CO,42278473000103,WIZC
WLMM,WLM IND COM,33228024000151,WLMM
WAPA,WPA PARTICIP,83489963000128,WAPA
WSSE,WS SE SA,45643161000131,WSSE
WT03,WTE BIOGAS,62964562000102,WT03
WTSA,WTORRE,7022301000165,WTSA
WWHD,WWHOLDING,27218960000189,WWHD
XNGU,XINGUENERGIA,23093056000133,XNGU
XMSS,XMASSETO,14265207000100,XMSS
XMOB,XMOBOTS,8996487000116,XMOB
XNIC,XNICEPART,17426229000195,XNIC
XPEN,XPCOMERCIALI,34475373000130,XPEN
XPBR,XP INC,0,XPBR
XPPO,XP PORTOS,51577236000126,XPPO
XREI,XR LTDA,44169718000181,XREI
BDAX,XTRACKERDAX,0,BDAX
BEUT,XTRACKEREU50,0,BEUT
BCHA,XTRACKERCHIN,0,BCHA
BEME,XTRACKEREMM,0,BEME
BEUR,XTRACKEREUR,0,BEUR
BJAP,XTRACKERJAP,0,BJAP
BEUA,XTRACKERUSA,0,BEUA
BLUZ,XTRACKERENGY,0,BLUZ
BWOR,XTRACKERWRLD,0,BWOR
BUFF,XTRACKERWRVL,0,BUFF
BTWO,XTRACKER2000,0,BTWO
BEQW,XTRACKERWEIG,0,BEQW
BEUS,XTRACKERE600,0,BEUS
YDUQ,YDUQS PART,8807432000110,YDUQ
YUNY,YUNY,1490046000107,YUNY
ZMPS,Z MAP,42794038000123,ZMPS
ZZDT,Z.A DIGITAL,35993098000100,ZZDT
ZAAZ,ZAAZ NO NE,65476221000186,ZAAZ
ZAMP,ZAMP S.A.,13574594000196,ZAMP
ZANC,ZANCHETTA,69258911000624,ZANC
ZMPT,ZEMA,647154000170,ZMPT
ZION,ZIONCAPITAL,27080444000130,ZION
